ID_Pedido;Fecha;Producto;Categoria;Cantidad;Precio_Unitario;Costo_Envio;Ciudad;Metodo_Pago;Satisfaccion
1107;06/05/2025;Tablet;Electrónica;1;1107.3;37.9;Valencia;PayPal;5
1108;11/07/2025;Tablet;Electrónica;1;248.8;49.54;Bilbao;Tarjeta Credito;5
1109;29/11/2025;Auriculares;Accesorios;1;984.39;29.03;Madrid;PayPal;4
1110;17/02/2025;Reloj Inteligente;Gadgets;5;997.33;35.15;Málaga;Tarjeta Credito;3
1111;24/07/2025;Laptop;Electrónica;5;841.74;10.95;Sevilla;Tarjeta Credito;2
1112;11/01/2025;Laptop;Electrónica;5;593.06;24.59;Málaga;Efectivo;1
1113;08/12/2025;Laptop;Electrónica;1;152.33;47.79;Bilbao;Transferencia;2
1114;26/03/2025;Monitor;Hardware;3;261.96;19.78;Bilbao;Efectivo;3
1115;11/08/2025;Auriculares;Accesorios;1;191.31;45.06;Bilbao;PayPal;3
1116;25/08/2025;Reloj Inteligente;Gadgets;5;517.89;18.52;Bilbao;Tarjeta Credito;3
1117;06/02/2025;Smartphone;Electrónica;4;771.98;11.39;Sevilla;Efectivo;3
1118;22/07/2025;Laptop;Electrónica;5;364.18;39.46;Valencia;Efectivo;1
1119;24/10/2025;Reloj Inteligente;Gadgets;3;485.18;11.32;Valencia;Efectivo;1
1120;15/04/2025;Teclado;Accesorios;4;404.71;28.93;Sevilla;PayPal;4
1121;25/11/2025;Smartphone;Electrónica;4;932.6;12.71;Valencia;PayPal;4
1122;18/07/2025;Reloj Inteligente;Gadgets;1;630.81;15.64;Barcelona;PayPal;4
1123;17/10/2025;Smartphone;Electrónica;1;453.95;40.88;Barcelona;PayPal;1
1124;17/03/2025;Tablet;Electrónica;2;339.83;13.46;Madrid;Tarjeta Credito;1
1125;12/09/2025;Cámara;Fotografía;4;761.86;13.86;Bilbao;PayPal;4
1126;19/12/2025;Cámara;Fotografía;4;111.09;6.22;Sevilla;Tarjeta Credito;4
1127;15/09/2025;Tablet;Electrónica;2;712.25;31.01;Valencia;PayPal;2
1128;30/01/2025;Teclado;Accesorios;5;193.63;11.24;Valencia;Efectivo;3
1129;30/03/2025;Monitor;Hardware;2;542.55;14.28;Bilbao;Transferencia;2
1130;13/05/2025;Teclado;Accesorios;3;600.95;33.27;Málaga;Efectivo;3
1131;17/09/2025;Reloj Inteligente;Gadgets;5;1076.38;25.44;Bilbao;PayPal;5
1132;20/06/2025;Cámara;Fotografía;2;1018.78;5.08;Bilbao;Tarjeta Credito;3
1133;09/01/2025;Reloj Inteligente;Gadgets;1;293.37;23.1;Málaga;Tarjeta Credito;1
1134;29/10/2025;Smartphone;Electrónica;1;1136.67;9.07;Valencia;PayPal;2
1135;17/12/2025;Reloj Inteligente;Gadgets;5;757.17;10.94;Bilbao;PayPal;4
1136;18/09/2025;Smartphone;Electrónica;4;37.85;31.87;Bilbao;Transferencia;1
1137;10/06/2025;Auriculares;Accesorios;4;447.46;27.76;Barcelona;Tarjeta Credito;1
1138;19/12/2025;Auriculares;Accesorios;4;26.5;11.22;Sevilla;Efectivo;4
1139;28/02/2025;Monitor;Hardware;1;1086.58;27.58;Valencia;Transferencia;4
1140;28/12/2025;Smartphone;Electrónica;3;396.96;44.61;Barcelona;Tarjeta Credito;5
1141;26/01/2025;Auriculares;Accesorios;4;94.57;18.31;Málaga;Tarjeta Credito;5
1142;18/03/2025;Teclado;Accesorios;4;242.93;26.17;Madrid;Efectivo;3
1143;19/02/2025;Teclado;Accesorios;1;954.55;9.48;Barcelona;Tarjeta Credito;3
1144;21/07/2025;Smartphone;Electrónica;4;1177.49;13.94;Sevilla;PayPal;5
1145;26/09/2025;Auriculares;Accesorios;3;1107.55;23.73;Málaga;PayPal;1
1146;14/01/2025;Auriculares;Accesorios;2;858.3;30.46;Sevilla;PayPal;2
1147;12/02/2025;Auriculares;Accesorios;3;1123.52;11.5;Sevilla;PayPal;2
1148;08/03/2025;Auriculares;Accesorios;3;331.67;29.5;Sevilla;PayPal;1
1149;01/06/2025;Cámara;Fotografía;5;719.74;44.68;Valencia;Tarjeta Credito;2
1150;19/05/2025;Teclado;Accesorios;1;1068.82;7.27;Madrid;Efectivo;3
1151;11/09/2025;Cámara;Fotografía;2;903.4;13.97;Bilbao;Transferencia;5
1152;05/08/2025;Auriculares;Accesorios;3;638.34;36.78;Madrid;Transferencia;5
1153;23/04/2025;Cámara;Fotografía;4;1128.54;46.93;Barcelona;PayPal;5
1154;19/10/2025;Auriculares;Accesorios;1;1117.51;10.81;Madrid;Efectivo;5
1155;31/08/2025;Tablet;Electrónica;4;211.76;9.62;Barcelona;Tarjeta Credito;2
1156;08/10/2025;Teclado;Accesorios;4;1015.2;28.06;Valencia;PayPal;2
1157;21/10/2025;Monitor;Hardware;2;1058.16;30.84;Málaga;PayPal;3
1158;24/05/2025;Teclado;Accesorios;5;1138.78;32.8;Sevilla;PayPal;3
1159;13/08/2025;Laptop;Electrónica;3;40.77;36.21;Madrid;Efectivo;1
1160;15/05/2025;Reloj Inteligente;Gadgets;3;958.15;25.31;Valencia;PayPal;5
1161;02/02/2025;Smartphone;Electrónica;1;528.94;43.07;Madrid;Efectivo;3
1162;11/07/2025;Reloj Inteligente;Gadgets;3;960.96;17.05;Bilbao;Efectivo;4
1163;01/03/2025;Laptop;Electrónica;5;971.8;5.68;Málaga;Tarjeta Credito;1
1164;18/04/2025;Reloj Inteligente;Gadgets;1;127.71;30.23;Madrid;Transferencia;2
1165;24/01/2025;Monitor;Hardware;4;454.07;5.48;Barcelona;Efectivo;5
1166;14/03/2025;Smartphone;Electrónica;5;290.15;14.94;Bilbao;Transferencia;3
1167;23/02/2025;Tablet;Electrónica;2;172.25;30.81;Málaga;Efectivo;2
1168;01/08/2025;Reloj Inteligente;Gadgets;2;1167.94;15.07;Barcelona;Tarjeta Credito;5
1169;13/05/2025;Reloj Inteligente;Gadgets;3;654.76;20.78;Bilbao;Tarjeta Credito;1
1170;28/08/2025;Cámara;Fotografía;3;438.96;12.1;Valencia;Tarjeta Credito;4
1171;17/09/2025;Teclado;Accesorios;5;542.26;40.85;Madrid;Efectivo;4
1172;22/07/2025;Reloj Inteligente;Gadgets;4;1026.03;39.11;Valencia;PayPal;3
1173;04/10/2025;Laptop;Electrónica;1;1024.99;19.33;Madrid;Efectivo;3
1174;10/06/2025;Auriculares;Accesorios;1;102.38;32.25;Málaga;PayPal;4
1175;27/05/2025;Laptop;Electrónica;3;1084.66;16.29;Valencia;Efectivo;5
1176;06/11/2025;Cámara;Fotografía;2;241.33;13.69;Barcelona;Efectivo;4
1177;11/11/2025;Auriculares;Accesorios;5;607.6;18.77;Bilbao;PayPal;5
1178;20/02/2025;Cámara;Fotografía;2;1061.59;32.04;Sevilla;PayPal;3
1179;09/02/2025;Monitor;Hardware;2;815.88;47.41;Madrid;Tarjeta Credito;1
1180;27/07/2025;Auriculares;Accesorios;3;395.16;49.05;Barcelona;Tarjeta Credito;4
1181;26/07/2025;Cámara;Fotografía;4;991.22;5.23;Bilbao;Efectivo;4
1182;09/01/2025;Cámara;Fotografía;3;610.12;38.41;Madrid;PayPal;5
1183;08/12/2025;Smartphone;Electrónica;1;384.64;35.23;Bilbao;Tarjeta Credito;2
1184;15/05/2025;Reloj Inteligente;Gadgets;1;451.1;36.8;Sevilla;Tarjeta Credito;5
1185;11/03/2025;Cámara;Fotografía;5;339.92;16.52;Sevilla;Transferencia;2
1186;03/01/2025;Tablet;Electrónica;2;531.16;25.97;Bilbao;PayPal;5
1187;31/01/2025;Laptop;Electrónica;4;343.82;39.21;Bilbao;PayPal;1
1188;17/02/2025;Reloj Inteligente;Gadgets;1;1123.44;5.39;Valencia;Transferencia;2
1189;21/10/2025;Laptop;Electrónica;4;728.4;23.09;Valencia;Efectivo;4
1190;18/03/2025;Tablet;Electrónica;1;224.15;19.0;Barcelona;Transferencia;1
1191;24/05/2025;Teclado;Accesorios;4;222.85;23.82;Valencia;Efectivo;5
1192;01/01/2025;Auriculares;Accesorios;4;161.69;48.45;Madrid;Efectivo;1
1193;09/04/2025;Teclado;Accesorios;1;934.85;32.15;Bilbao;PayPal;1
1194;01/04/2025;Auriculares;Accesorios;4;81.71;15.96;Málaga;Tarjeta Credito;3
1195;26/09/2025;Tablet;Electrónica;3;630.74;26.41;Barcelona;Efectivo;3
1196;03/10/2025;Smartphone;Electrónica;1;324.39;10.61;Bilbao;Transferencia;3
1197;11/08/2025;Reloj Inteligente;Gadgets;4;371.25;36.1;Madrid;Efectivo;3
1198;06/10/2025;Cámara;Fotografía;1;181.44;39.56;Málaga;PayPal;2
1199;23/01/2025;Teclado;Accesorios;5;293.46;48.79;Bilbao;Tarjeta Credito;3
1200;18/06/2025;Cámara;Fotografía;4;316.98;34.39;Bilbao;Efectivo;1
1201;16/03/2025;Laptop;Electrónica;1;1199.72;22.96;Bilbao;Transferencia;5
1202;30/01/2025;Cámara;Fotografía;1;878.99;41.52;Valencia;Efectivo;4
1203;09/09/2025;Smartphone;Electrónica;2;965.36;29.13;Barcelona;Efectivo;1
1204;15/03/2025;Smartphone;Electrónica;2;883.14;5.05;Valencia;PayPal;5
1205;25/04/2025;Cámara;Fotografía;3;548.92;33.86;Barcelona;Efectivo;1
1206;09/01/2025;Smartphone;Electrónica;2;1126.9;17.5;Bilbao;PayPal;3
1207;27/05/2025;Tablet;Electrónica;3;959.28;31.79;Bilbao;PayPal;5
1208;07/04/2025;Auriculares;Accesorios;3;1017.17;30.6;Barcelona;Efectivo;3
1209;26/05/2025;Teclado;Accesorios;2;384.1;28.07;Madrid;Tarjeta Credito;5
1210;20/02/2025;Tablet;Electrónica;3;485.92;40.24;Málaga;Transferencia;5
1211;29/08/2025;Laptop;Electrónica;4;422.88;43.62;Valencia;Efectivo;1
1212;05/01/2025;Teclado;Accesorios;1;946.41;29.52;Málaga;Efectivo;1
1213;30/03/2025;Auriculares;Accesorios;5;1006.21;28.04;Barcelona;Tarjeta Credito;1
1214;28/07/2025;Reloj Inteligente;Gadgets;2;123.2;24.65;Barcelona;Efectivo;3
1215;30/06/2025;Reloj Inteligente;Gadgets;4;210.2;37.27;Madrid;PayPal;2
1216;25/01/2025;Laptop;Electrónica;3;1071.1;23.15;Barcelona;Tarjeta Credito;5
1217;19/04/2025;Laptop;Electrónica;4;658.84;9.04;Valencia;PayPal;3
1218;06/11/2025;Tablet;Electrónica;3;573.59;37.03;Bilbao;Tarjeta Credito;5
1219;01/12/2025;Monitor;Hardware;4;698.41;31.67;Sevilla;Transferencia;5
1220;01/09/2025;Monitor;Hardware;1;20.74;6.27;Sevilla;Efectivo;2
1221;13/11/2025;Reloj Inteligente;Gadgets;1;930.15;11.25;Sevilla;Transferencia;1
1222;06/08/2025;Reloj Inteligente;Gadgets;5;1035.33;17.6;Valencia;Tarjeta Credito;5
1223;15/06/2025;Tablet;Electrónica;5;101.96;34.24;Barcelona;PayPal;3
1224;09/09/2025;Monitor;Hardware;4;784.46;24.95;Valencia;Transferencia;4
1225;14/03/2025;Monitor;Hardware;5;350.38;26.18;Málaga;Transferencia;2
1226;29/11/2025;Reloj Inteligente;Gadgets;4;28.43;22.53;Madrid;Transferencia;1
1227;30/11/2025;Reloj Inteligente;Gadgets;2;1129.23;22.09;Madrid;Efectivo;5
1228;29/04/2025;Teclado;Accesorios;4;961.69;16.29;Málaga;Tarjeta Credito;5
1229;05/01/2025;Reloj Inteligente;Gadgets;2;843.01;24.02;Bilbao;Tarjeta Credito;1
1230;07/08/2025;Tablet;Electrónica;2;473.12;42.24;Barcelona;Transferencia;5
1231;17/06/2025;Laptop;Electrónica;3;167.27;5.59;Valencia;Efectivo;1
1232;26/02/2025;Monitor;Hardware;1;1139.52;8.73;Bilbao;PayPal;3
1233;27/02/2025;Tablet;Electrónica;2;20.26;35.52;Madrid;PayPal;4
1234;24/02/2025;Auriculares;Accesorios;5;991.94;14.28;Málaga;Transferencia;4
1235;27/05/2025;Smartphone;Electrónica;2;53.64;35.14;Bilbao;Tarjeta Credito;1
1236;21/10/2025;Monitor;Hardware;2;463.29;15.19;Bilbao;Efectivo;3
1237;25/02/2025;Smartphone;Electrónica;2;338.45;27.67;Sevilla;Tarjeta Credito;1
1238;29/03/2025;Teclado;Accesorios;5;1115.61;37.66;Sevilla;Efectivo;3
1239;01/02/2025;Smartphone;Electrónica;3;823.65;5.74;Barcelona;Tarjeta Credito;2
1240;27/03/2025;Monitor;Hardware;1;259.36;28.14;Barcelona;Efectivo;3
1241;14/09/2025;Reloj Inteligente;Gadgets;2;198.87;8.78;Madrid;PayPal;2
1242;31/08/2025;Tablet;Electrónica;5;983.79;28.95;Madrid;Tarjeta Credito;4
1243;27/02/2025;Reloj Inteligente;Gadgets;3;455.17;9.62;Valencia;Efectivo;2
1244;14/08/2025;Reloj Inteligente;Gadgets;3;767.12;19.53;Madrid;PayPal;1
1245;06/09/2025;Auriculares;Accesorios;1;675.96;10.35;Bilbao;Transferencia;3
1246;15/03/2025;Smartphone;Electrónica;5;893.11;24.62;Madrid;PayPal;2
1247;17/03/2025;Monitor;Hardware;4;1055.92;13.06;Bilbao;Tarjeta Credito;2
1248;15/01/2025;Tablet;Electrónica;3;502.15;43.08;Valencia;PayPal;4
1249;02/06/2025;Cámara;Fotografía;4;823.34;12.59;Bilbao;Transferencia;5
1250;04/07/2025;Teclado;Accesorios;5;748.66;5.82;Málaga;Efectivo;1
1251;22/05/2025;Tablet;Electrónica;1;600.51;29.84;Málaga;PayPal;1
1252;11/06/2025;Smartphone;Electrónica;5;180.51;17.62;Barcelona;Transferencia;2
1253;30/08/2025;Monitor;Hardware;2;643.75;7.81;Valencia;PayPal;3
1254;21/06/2025;Auriculares;Accesorios;2;1139.33;37.53;Sevilla;Tarjeta Credito;3
1255;19/07/2025;Teclado;Accesorios;4;58.9;42.8;Bilbao;Transferencia;4
1256;05/08/2025;Monitor;Hardware;4;250.0;27.03;Sevilla;Efectivo;5
1257;14/07/2025;Tablet;Electrónica;5;1146.31;28.02;Madrid;PayPal;1
1258;10/05/2025;Smartphone;Electrónica;1;514.63;35.02;Sevilla;Transferencia;3
1259;20/11/2025;Cámara;Fotografía;4;899.28;14.48;Málaga;Efectivo;1
1260;18/02/2025;Laptop;Electrónica;2;788.14;32.46;Bilbao;Efectivo;4
1261;23/11/2025;Laptop;Electrónica;2;641.8;37.4;Madrid;Efectivo;4
1262;21/09/2025;Monitor;Hardware;2;707.78;37.91;Sevilla;PayPal;1
1263;11/02/2025;Tablet;Electrónica;3;394.94;34.03;Sevilla;Tarjeta Credito;3
1264;28/04/2025;Cámara;Fotografía;1;506.71;5.96;Valencia;Efectivo;2
1265;08/06/2025;Smartphone;Electrónica;4;418.44;10.23;Bilbao;PayPal;2
1266;20/04/2025;Tablet;Electrónica;4;604.66;11.7;Madrid;Efectivo;5
1267;14/09/2025;Tablet;Electrónica;1;129.29;15.47;Madrid;Transferencia;2
1268;11/01/2025;Cámara;Fotografía;5;1031.32;35.43;Madrid;PayPal;5
1269;16/07/2025;Cámara;Fotografía;1;104.77;33.49;Sevilla;Tarjeta Credito;3
1270;07/08/2025;Cámara;Fotografía;2;345.09;47.49;Málaga;Tarjeta Credito;5
1271;31/07/2025;Tablet;Electrónica;4;41.28;48.06;Valencia;Transferencia;3
1272;27/07/2025;Tablet;Electrónica;4;1155.66;5.12;Sevilla;Tarjeta Credito;4
1273;23/07/2025;Monitor;Hardware;4;79.79;45.54;Málaga;Tarjeta Credito;3
1274;03/04/2025;Auriculares;Accesorios;4;890.88;19.48;Valencia;Transferencia;5
1275;25/01/2025;Auriculares;Accesorios;4;467.54;17.66;Bilbao;Transferencia;4
1276;06/06/2025;Monitor;Hardware;3;1170.62;7.58;Bilbao;Transferencia;4
1277;08/08/2025;Auriculares;Accesorios;3;41.88;7.15;Málaga;Efectivo;1
1278;24/04/2025;Smartphone;Electrónica;5;545.71;42.14;Málaga;Transferencia;5
1279;03/11/2025;Teclado;Accesorios;1;357.02;34.6;Sevilla;Transferencia;4
1280;19/07/2025;Reloj Inteligente;Gadgets;2;96.09;48.39;Madrid;Efectivo;2
1281;29/09/2025;Tablet;Electrónica;1;1106.68;49.16;Barcelona;Efectivo;3
1282;27/07/2025;Laptop;Electrónica;1;538.62;43.79;Bilbao;Transferencia;2
1283;31/01/2025;Reloj Inteligente;Gadgets;3;549.49;14.44;Madrid;Efectivo;3
1284;13/08/2025;Smartphone;Electrónica;3;20.08;8.14;Bilbao;PayPal;1
1285;22/02/2025;Tablet;Electrónica;4;627.14;28.72;Málaga;Transferencia;2
1286;23/06/2025;Tablet;Electrónica;1;217.51;46.64;Málaga;Tarjeta Credito;3
1287;30/06/2025;Smartphone;Electrónica;4;1028.28;15.06;Valencia;Tarjeta Credito;3
1288;26/07/2025;Monitor;Hardware;3;460.0;11.85;Málaga;Efectivo;4
1289;11/01/2025;Reloj Inteligente;Gadgets;1;726.4;37.11;Madrid;Efectivo;3
1290;03/02/2025;Reloj Inteligente;Gadgets;5;201.48;35.55;Madrid;Tarjeta Credito;5
1291;23/03/2025;Monitor;Hardware;4;122.5;38.9;Barcelona;Efectivo;5
1292;23/03/2025;Reloj Inteligente;Gadgets;2;276.8;24.52;Barcelona;PayPal;4
1293;06/12/2025;Teclado;Accesorios;2;479.27;30.99;Málaga;PayPal;2
1294;08/03/2025;Monitor;Hardware;4;303.54;37.97;Barcelona;PayPal;5
1295;30/08/2025;Monitor;Hardware;2;25.12;24.66;Sevilla;PayPal;5
1296;17/12/2025;Reloj Inteligente;Gadgets;5;925.87;6.97;Sevilla;PayPal;4
1297;27/12/2025;Reloj Inteligente;Gadgets;4;1198.95;8.36;Bilbao;PayPal;5
1298;13/09/2025;Monitor;Hardware;4;629.24;8.2;Málaga;Efectivo;3
1299;21/11/2025;Teclado;Accesorios;4;1113.22;31.27;Barcelona;Tarjeta Credito;2
